meta_run/id,meta_run/name,meta_run/created_at,meta_run/state,meta_run/tags,meta_run/group,meta_run/project,config/axes/A1_Normalization Policy,config/axes/A2_Normalization Type,config/axes/A3-a_Differential Attention Bias Mode,config/axes/A3_Attention Type,config/axes/A4_Attention Internal Normalization,config/axes/A5_Causal Masking,config/axes/B1-G1_Global-Conditioned Mode,config/axes/B1-G2_Global-Conditioned MLP Type,config/axes/B1-G3_Global-Conditioned Global Dimension,config/axes/B1-L1_Lorentz Feature Set,config/axes/B1-L2_Lorentz MLP Type,config/axes/B1-L3_Lorentz Hidden Dimension,config/axes/B1-L4_Lorentz Per-Head Mode,config/axes/B1-L5_Lorentz Sparse Gating,config/axes/B1-S1_SM Interaction Mode,config/axes/B1-S2_SM Mask Value,config/axes/B1-T1_Type-Pair Initialization,config/axes/B1-T2_Type-Pair Freeze Table,config/axes/B1-T3_Type-Pair Kinematic Gate,config/axes/B1-T4_Type-Pair Kinematic Feature,config/axes/B1-T5_Type-Pair Mask Value,config/axes/B1_Bias Activation Set,config/axes/C1_Head Realization,config/axes/C2_Pooling Strategy,config/axes/D1_Feature Set,config/axes/D2_MET Treatment,config/axes/D3_Token Ordering,config/axes/E1-a1_PE Dimension Mask,config/axes/E1-a_PE Space,config/axes/E1-b_Rotary Base Frequency,config/axes/E1_PE Type,config/axes/F1-a1_KAN FFN Bottleneck Dimension,config/axes/F1-a_KAN FFN Variant,config/axes/F1-b_MoE Encoder Scope,config/axes/F1-eff_FFN Realization,config/axes/F1-moe_MoE Enabled,config/axes/F1_FFN Type,config/axes/G1_Task Type,config/axes/G2_Model Family,config/axes/G3_Classification Task,config/axes/H10_Model Size Label,config/axes/H1_Model Dimension,config/axes/H2_Encoder Depth,config/axes/H3_Attention Heads,config/axes/H4_FFN Hidden Dimension,config/axes/H5_Dropout,config/axes/K1_KAN Grid Size,config/axes/K2_KAN Spline Order,config/axes/K3_KAN Grid Range,config/axes/K4_KAN Spline Regularization Weight,config/axes/K5_KAN Grid Update Frequency,config/axes/L1_Log PID Embeddings,config/axes/L2_Interpretability Enabled,config/axes/L3_Save Attention Maps,config/axes/L4_Save KAN Splines,config/axes/L5_Save MoE Routing,config/axes/L6_Save Gradient Norms,config/axes/L7_Checkpoint Epochs,config/axes/M1_MoE Number of Experts,config/axes/M2_MoE Top K,config/axes/M3_MoE Routing Level,config/axes/M4_MoE Load Balance Weight,config/axes/M5_MoE Noisy Gating,config/axes/P1-a_Nodewise Mass Neighbourhood Sizes,config/axes/P1-b_Nodewise Mass Hidden Dimension,config/axes/P1_Nodewise Mass Enabled,config/axes/P2-a_MIA Placement,config/axes/P2-b_MIA Number of Blocks,config/axes/P2-c_MIA Interaction Dimension,config/axes/P2-d_MIA Reduction Dimension,config/axes/P2-e_MIA Dropout,config/axes/P2_MIA Pre-Encoder Enabled,config/axes/R10_Early Stop Enabled,config/axes/R11_Early Stop Patience,config/axes/R12_Early Stop Min Delta,config/axes/R13_Restore Best Weights,config/axes/R14_PID Schedule Mode,config/axes/R15_PID Transition Epoch,config/axes/R16_PID Reinit Mode,config/axes/R17_PID Separate LR,config/axes/R1_Epochs,config/axes/R2_Learning Rate,config/axes/R3_Weight Decay,config/axes/R4_Batch Size,config/axes/R5_Seed,config/axes/R6_Warmup Steps,config/axes/R7_LR Schedule,config/axes/R8_Label Smoothing,config/axes/R9_Gradient Clipping,config/axes/S1_Shared Backbone Enabled,config/axes/S2_Shared Backbone Features,config/axes/T1-a_PID Embedding Mode,config/axes/T1-b_PID Embedding Dimension,config/axes/T1-c_Pretrained Model Type,config/axes/T1_Tokenizer Family,eval_v2/test_loss,eval_v2/test_acc,eval_v2/test_f1,eval_v2/test_auroc,eval_v2/log_loss,eval_v2/brier_score,eval_v2/eps_S_at_invB_10,eval_v2/eps_S_at_invB_50,eval_v2/eps_S_at_invB_100,eval_v2/eps_S_at_invB_1000,eval_v2/auroc_at_low_fpr,eval_v2/auroc_at_high_tpr,eval_v2/ece,eval_v2/flops_per_event_analytic,eval_v2/flops_per_event_measured,eval_v2/num_parameters_total,eval_v2/num_parameters_trainable,eval_v2/num_parameters_by_module_encoder,eval_v2/num_parameters_by_module_head,eval_v2/num_parameters_by_module_tokenizer,eval_v2/num_parameters_by_module_biases,eval_v2/checkpoint_size_mb,eval_v2/checkpoint_epoch,eval_v2/checkpoint_status,eval_v2/checkpoint_kind,eval_v2/checkpoint_sha256,eval_v2/test_set_hash,eval_v2/spec_version,eval_v2/timestamp,eval_v2/torch_version,eval_v2/cuda_version,eval_v2/gpu_name,eval_v2/runtime_seconds,eval_v2/inference_latency_ms_b1_mean,eval_v2/inference_latency_ms_b1_p50,eval_v2/inference_latency_ms_b1_p95,eval_v2/inference_latency_ms_b1_p99,eval_v2/inference_latency_ms_b64_mean,eval_v2/inference_latency_ms_b512_mean,eval_v2/throughput_samples_per_s_b512,eval_v2/peak_memory_mib_inference_b512,eval_v2/diff_attn/lambda_mean_abs,eval_v2/moe/expert_utilization_mean,eval_v2/lorentz/feature_gate_active_count,eval_v2/kan/spline_complexity,eval_v2/typepair/table_norm,eval_v2/typepair/table_drift_from_init,eval_v2/per_class_auroc_json,eval_v2/per_class_precision_json,eval_v2/per_class_recall_json,eval_v2/cm_json,config/meta.needs_review,axes_complete,thesis_label
1y1tgabl,run_20251120-144239_overfitting_regularization_sweep_job050,2026-02-04T15:59:31Z,finished,"[""dataset:4topssplitted"",""family:transformer"",""goal:classification"",""level:sim_event"",""needs_review""]",exp_20251120-144239_overfitting_regularization_sweep,thesis-ml,pre,layernorm,,standard,none,false,,,,,,,,,,,,,,,,none,linear,cls,"[0,1,2,3]",,input_order,,model,,sinusoidal,,,,standard,false,standard,transformer_classifier,transformer,4t | ttH,d192_L4,192,4,8,768,0.3,,,,,,,,,,,,,,,,,,,,false,,,,,,false,,,,,,,,,50,5e-05,0.1,64,,1000,cosine,0.0,1.0,,,,,,identity,0.3952935039997101,0.8236381888307709,0.7016353817864873,0.8277948619351059,0.3952935024465643,0.1250444054603576,0.49155405405405406,0.1875,0.1188063063063063,0.021114864864864864,0.0007251886032373839,0.537694774042335,0.03304687389425777,74325888.0,,1780994,1780994,1779456,386,0,8642,20.4476,43,success,best_val,1885f506a3a74052edab77ddb32ac0fdfe29ccdeb716d69473dea44942489ae7,807ffb27c8274c631d15ba472fe74561561b92bed55297fc0d78a80b32b54309,eval_v2.1,2026-04-30T19:19:22.306471+00:00,2.4.1,12.1,NVIDIA L40S,76.73,3.2016888237558305,3.2017803750932217,3.255921881645918,3.3079609274864197,0.47509615731542,0.49463181282590085,1035113.3645748992,6416.5400390625,,,,,,,"{""0"":0.8277948894015967,""1"":0.8277948619351059}","{""0"":0.8844458639412328,""1"":0.5327017114914425}","{""0"":0.9005528455284553,""1"":0.4907094594594595}","{""0_0"":13846,""0_1"":1529,""1_0"":1809,""1_1"":1743}",false,False,
gknrpfiu,run_20251120-144239_overfitting_regularization_sweep_job051,2026-02-04T15:59:33Z,finished,"[""dataset:4topssplitted"",""family:transformer"",""goal:classification"",""level:sim_event"",""needs_review""]",exp_20251120-144239_overfitting_regularization_sweep,thesis-ml,pre,layernorm,,standard,none,false,,,,,,,,,,,,,,,,none,linear,cls,"[0,1,2,3]",,input_order,,model,,sinusoidal,,,,standard,false,standard,transformer_classifier,transformer,4t | ttH,d192_L4,192,4,8,768,0.3,,,,,,,,,,,,,,,,,,,,false,,,,,,false,,,,,,,,,50,5e-05,0.1,64,,1000,cosine,0.1,1.0,,,,,,identity,0.3952935039997101,0.8236381888307709,0.7016353817864873,0.8277948619351059,0.3952935024465643,0.1250444054603576,0.49155405405405406,0.1875,0.1188063063063063,0.021114864864864864,0.0007251886032373839,0.537694774042335,0.03304687389425777,74325888.0,,1780994,1780994,1779456,386,0,8642,20.4476,43,success,best_val,1b4fd68ed496c4fdc6b4763c78ed787800c15db6b3f7b2d149325996bf5cc494,807ffb27c8274c631d15ba472fe74561561b92bed55297fc0d78a80b32b54309,eval_v2.1,2026-04-30T19:18:03.526270+00:00,2.4.1,12.1,NVIDIA L40S,76.96,3.482573931105435,3.4818039275705814,3.5808240063488483,3.643516916781664,0.4742211461052648,0.49396388960758486,1036513.0139507635,6416.5400390625,,,,,,,"{""0"":0.8277948894015967,""1"":0.8277948619351059}","{""0"":0.8844458639412328,""1"":0.5327017114914425}","{""0"":0.9005528455284553,""1"":0.4907094594594595}","{""0_0"":13846,""0_1"":1529,""1_0"":1809,""1_1"":1743}",false,False,
j0ipeuod,run_20251120-144239_overfitting_regularization_sweep_job052,2026-02-04T15:59:35Z,finished,"[""dataset:4topssplitted"",""family:transformer"",""goal:classification"",""level:sim_event"",""needs_review""]",exp_20251120-144239_overfitting_regularization_sweep,thesis-ml,pre,layernorm,,standard,none,false,,,,,,,,,,,,,,,,none,linear,cls,"[0,1,2,3]",,input_order,,model,,sinusoidal,,,,standard,false,standard,transformer_classifier,transformer,4t | ttH,d192_L4,192,4,8,768,0.3,,,,,,,,,,,,,,,,,,,,false,,,,,,false,,,,,,,,,50,3e-05,0.1,64,,1000,cosine,0.0,1.0,,,,,,identity,0.38506460189819336,0.827653616526655,0.6963910947815237,0.8261905442027393,0.3850646216925547,0.121802270412445,0.48536036036036034,0.1866554054054054,0.12246621621621621,0.020551801801801804,0.0006992419248516811,0.5372229180399912,0.019237363162745873,74325888.0,,1780994,1780994,1779456,386,0,8642,20.4476,43,success,best_val,0c54e04a0611bc57397d45353f0468d0cd8cbb51e73edaf38ce18a1f761d8e2f,807ffb27c8274c631d15ba472fe74561561b92bed55297fc0d78a80b32b54309,eval_v2.1,2026-04-30T19:16:44.490246+00:00,2.4.1,12.1,NVIDIA L40S,76.23,3.477079465519637,3.4688138402998447,3.562446217983961,3.6501376889646053,0.4726893736005877,0.49114840662696224,1042454.7714940975,6416.5400390625,,,,,,,"{""0"":0.8261905533582363,""1"":0.8261905442027393}","{""0"":0.8786022379196099,""1"":0.5494880546075085}","{""0"":0.9141463414634147,""1"":0.45326576576576577}","{""0_0"":14055,""0_1"":1320,""1_0"":1942,""1_1"":1610}",false,False,
lin4zcn9,run_20251120-144239_overfitting_regularization_sweep_job053,2026-02-04T15:59:37Z,finished,"[""dataset:4topssplitted"",""family:transformer"",""goal:classification"",""level:sim_event"",""needs_review""]",exp_20251120-144239_overfitting_regularization_sweep,thesis-ml,pre,layernorm,,standard,none,false,,,,,,,,,,,,,,,,none,linear,cls,"[0,1,2,3]",,input_order,,model,,sinusoidal,,,,standard,false,standard,transformer_classifier,transformer,4t | ttH,d192_L4,192,4,8,768,0.3,,,,,,,,,,,,,,,,,,,,false,,,,,,false,,,,,,,,,50,3e-05,0.1,64,,1000,cosine,0.1,1.0,,,,,,identity,0.38506460189819336,0.827653616526655,0.6963910947815237,0.8261905442027393,0.3850646216925547,0.121802270412445,0.48536036036036034,0.1866554054054054,0.12246621621621621,0.020551801801801804,0.0006992419248516811,0.5372229180399912,0.019237363162745873,74325888.0,,1780994,1780994,1779456,386,0,8642,20.4476,43,success,best_val,12fe00d32120803893a1af9133bce75bc74e9c8b769abfe8951e0598c29c72d7,807ffb27c8274c631d15ba472fe74561561b92bed55297fc0d78a80b32b54309,eval_v2.1,2026-04-30T19:15:26.938697+00:00,2.4.1,12.1,NVIDIA L40S,77.94,2.8305378765799105,2.8166077099740505,3.0041621066629887,3.267739899456501,0.4604804731934564,0.48703723230573814,1051254.331370279,6416.5400390625,,,,,,,"{""0"":0.8261905533582363,""1"":0.8261905442027393}","{""0"":0.8786022379196099,""1"":0.5494880546075085}","{""0"":0.9141463414634147,""1"":0.45326576576576577}","{""0_0"":14055,""0_1"":1320,""1_0"":1942,""1_1"":1610}",false,False,
bfcxek3z,run_20251120-144239_overfitting_regularization_sweep_job054,2026-02-04T15:59:39Z,finished,"[""dataset:4topssplitted"",""family:transformer"",""goal:classification"",""level:sim_event"",""needs_review""]",exp_20251120-144239_overfitting_regularization_sweep,thesis-ml,pre,layernorm,,standard,none,false,,,,,,,,,,,,,,,,none,linear,cls,"[0,1,2,3]",,input_order,,model,,sinusoidal,,,,standard,false,standard,transformer_classifier,transformer,4t | ttH,d192_L4,192,4,8,768,0.4,,,,,,,,,,,,,,,,,,,,false,,,,,,false,,,,,,,,,50,0.0001,0.01,64,,1000,cosine,0.0,1.0,,,,,,identity,0.39167141914367676,0.8228456702065832,0.6338556726071678,0.817361147733099,0.3916713880836018,0.1245490387082099,0.4622747747747748,0.13034909909909909,0.07545045045045046,0.01097972972972973,0.00040584486925950345,0.51966635537977,0.04423810107750678,74325888.0,,1780994,1780994,1779456,386,0,8642,20.4476,33,success,best_val,997fa706af81943c5e8166dbcbdd6f39e6d9da234e8e4a0b5f84edbb5bf82f0a,807ffb27c8274c631d15ba472fe74561561b92bed55297fc0d78a80b32b54309,eval_v2.1,2026-04-30T21:46:24.112132+00:00,2.4.1,12.1,NVIDIA L40S,80.48,3.657331122085452,3.5124802961945534,4.545773379504681,4.677691962569952,0.48847144538740395,0.5076972222104814,1008475.086333513,6416.5400390625,,,,,,,"{""0"":0.8173611385776021,""1"":0.817361147733099}","{""0"":0.8504956268221574,""1"":0.5559932470455824}","{""0"":0.9486829268292682,""1"":0.27815315315315314}","{""0_0"":14586,""0_1"":789,""1_0"":2564,""1_1"":988}",false,False,
tvqxl0tx,run_20251120-144239_overfitting_regularization_sweep_job055,2026-02-04T15:59:42Z,finished,"[""dataset:4topssplitted"",""family:transformer"",""goal:classification"",""level:sim_event"",""needs_review""]",exp_20251120-144239_overfitting_regularization_sweep,thesis-ml,pre,layernorm,,standard,none,false,,,,,,,,,,,,,,,,none,linear,cls,"[0,1,2,3]",,input_order,,model,,sinusoidal,,,,standard,false,standard,transformer_classifier,transformer,4t | ttH,d192_L4,192,4,8,768,0.4,,,,,,,,,,,,,,,,,,,,false,,,,,,false,,,,,,,,,50,0.0001,0.01,64,,1000,cosine,0.1,1.0,,,,,,identity,0.39167141914367676,0.8228456702065832,0.6338556726071678,0.817361147733099,0.3916713880836018,0.1245490387082099,0.4622747747747748,0.13034909909909909,0.07545045045045046,0.01097972972972973,0.00040584486925950345,0.51966635537977,0.04423810107750678,74325888.0,,1780994,1780994,1779456,386,0,8642,20.4476,33,success,best_val,b6c72931e1e31b028ea2021a4b01496bfa70e87781755e304a29cc35986f469b,807ffb27c8274c631d15ba472fe74561561b92bed55297fc0d78a80b32b54309,eval_v2.1,2026-04-30T21:44:59.894190+00:00,2.4.1,12.1,NVIDIA L40S,79.29,3.2828960148617625,3.263825085014105,3.457325976341963,3.7687369622290134,0.48706087822210975,0.507721463013695,1008426.9374016784,6416.5400390625,,,,,,,"{""0"":0.8173611385776021,""1"":0.817361147733099}","{""0"":0.8504956268221574,""1"":0.5559932470455824}","{""0"":0.9486829268292682,""1"":0.27815315315315314}","{""0_0"":14586,""0_1"":789,""1_0"":2564,""1_1"":988}",false,False,
f8ynxbox,run_20251120-144239_overfitting_regularization_sweep_job056,2026-02-04T15:59:44Z,finished,"[""dataset:4topssplitted"",""family:transformer"",""goal:classification"",""level:sim_event"",""needs_review""]",exp_20251120-144239_overfitting_regularization_sweep,thesis-ml,pre,layernorm,,standard,none,false,,,,,,,,,,,,,,,,none,linear,cls,"[0,1,2,3]",,input_order,,model,,sinusoidal,,,,standard,false,standard,transformer_classifier,transformer,4t | ttH,d192_L4,192,4,8,768,0.4,,,,,,,,,,,,,,,,,,,,false,,,,,,false,,,,,,,,,50,5e-05,0.01,64,,1000,cosine,0.0,1.0,,,,,,identity,0.376596063375473,0.8266497596026839,0.6701993896960081,0.8303409781732952,0.3765960437211491,0.1198829561471939,0.47663288288288286,0.16497747747747749,0.10219594594594594,0.015202702702702704,0.0005473339192851388,0.5502295923972753,0.035373323509279596,74325888.0,,1780994,1780994,1779456,386,0,8642,20.4476,33,success,best_val,1a673126cead3a90ff731f1a51dac1456ea0fa8bf2f5c228223ae5c64e07d580,807ffb27c8274c631d15ba472fe74561561b92bed55297fc0d78a80b32b54309,eval_v2.1,2026-04-30T21:43:38.138100+00:00,2.4.1,12.1,NVIDIA L40S,80.68,3.512648798059672,3.484747838228941,3.8367705419659615,4.1908458806574345,0.4882315132635995,0.5075945268526993,1008679.118694633,6416.5400390625,,,,,,,"{""0"":0.8303409507068042,""1"":0.8303409781732952}","{""0"":0.8645406317820111,""1"":0.5579307396323215}","{""0"":0.9327479674796748,""1"":0.36739864864864863}","{""0_0"":14341,""0_1"":1034,""1_0"":2247,""1_1"":1305}",false,False,
4b902tvr,run_20251120-144239_overfitting_regularization_sweep_job057,2026-02-04T15:59:46Z,finished,"[""dataset:4topssplitted"",""family:transformer"",""goal:classification"",""level:sim_event"",""needs_review""]",exp_20251120-144239_overfitting_regularization_sweep,thesis-ml,pre,layernorm,,standard,none,false,,,,,,,,,,,,,,,,none,linear,cls,"[0,1,2,3]",,input_order,,model,,sinusoidal,,,,standard,false,standard,transformer_classifier,transformer,4t | ttH,d192_L4,192,4,8,768,0.4,,,,,,,,,,,,,,,,,,,,false,,,,,,false,,,,,,,,,50,5e-05,0.01,64,,1000,cosine,0.1,1.0,,,,,,identity,0.376596063375473,0.8266497596026839,0.6701993896960081,0.8303409781732952,0.3765960437211491,0.1198829561471939,0.47663288288288286,0.16497747747747749,0.10219594594594594,0.015202702702702704,0.0005473339192851388,0.5502295923972753,0.035373323509279596,74325888.0,,1780994,1780994,1779456,386,0,8642,20.4476,33,success,best_val,b2e889a2713b0018e96be0a82010900dca39c2c42c7e2847252f260c468e284f,807ffb27c8274c631d15ba472fe74561561b92bed55297fc0d78a80b32b54309,eval_v2.1,2026-04-30T21:42:14.342030+00:00,2.4.1,12.1,NVIDIA L40S,79.06,3.299866449087858,3.2728882506489754,3.517738077789545,3.791681956499815,0.4863201761327218,0.5077309985881584,1008407.9983765269,6416.5400390625,,,,,,,"{""0"":0.8303409507068042,""1"":0.8303409781732952}","{""0"":0.8645406317820111,""1"":0.5579307396323215}","{""0"":0.9327479674796748,""1"":0.36739864864864863}","{""0_0"":14341,""0_1"":1034,""1_0"":2247,""1_1"":1305}",false,False,
k83osm4w,run_20251120-144239_overfitting_regularization_sweep_job058,2026-02-04T15:59:48Z,finished,"[""dataset:4topssplitted"",""family:transformer"",""goal:classification"",""level:sim_event"",""needs_review""]",exp_20251120-144239_overfitting_regularization_sweep,thesis-ml,pre,layernorm,,standard,none,false,,,,,,,,,,,,,,,,none,linear,cls,"[0,1,2,3]",,input_order,,model,,sinusoidal,,,,standard,false,standard,transformer_classifier,transformer,4t | ttH,d192_L4,192,4,8,768,0.4,,,,,,,,,,,,,,,,,,,,false,,,,,,false,,,,,,,,,50,3e-05,0.01,64,,1000,cosine,0.0,1.0,,,,,,identity,0.3742876350879669,0.833782427220373,0.7059624162631755,0.8353323994726435,0.3742876423349678,0.1183150336146354,0.5188626126126126,0.18158783783783783,0.1151463963963964,0.020551801801801804,0.0006608071486120267,0.5465162143851169,0.020582225789180834,74325888.0,,1780994,1780994,1779456,386,0,8642,20.4476,43,success,best_val,488e506ca345d72f345dda61ae93b083eb77492565b0a6dc7516d31f3b843593,807ffb27c8274c631d15ba472fe74561561b92bed55297fc0d78a80b32b54309,eval_v2.1,2026-04-30T21:40:52.500675+00:00,2.4.1,12.1,NVIDIA L40S,80.45,3.4685040777549148,3.3609909005463123,4.525140859186649,6.823185365647078,0.48678382099751616,0.5076186764063095,1008631.1315901694,6416.5400390625,,,,,,,"{""0"":0.8353324086281404,""1"":0.8353323994726435}","{""0"":0.881417254070239,""1"":0.5700966850828729}","{""0"":0.9190243902439025,""1"":0.46480855855855857}","{""0_0"":14130,""0_1"":1245,""1_0"":1901,""1_1"":1651}",false,False,
vsfplaev,run_20251120-144239_overfitting_regularization_sweep_job059,2026-02-04T15:59:50Z,finished,"[""dataset:4topssplitted"",""family:transformer"",""goal:classification"",""level:sim_event"",""needs_review""]",exp_20251120-144239_overfitting_regularization_sweep,thesis-ml,pre,layernorm,,standard,none,false,,,,,,,,,,,,,,,,none,linear,cls,"[0,1,2,3]",,input_order,,model,,sinusoidal,,,,standard,false,standard,transformer_classifier,transformer,4t | ttH,d192_L4,192,4,8,768,0.4,,,,,,,,,,,,,,,,,,,,false,,,,,,false,,,,,,,,,50,3e-05,0.01,64,,1000,cosine,0.1,1.0,,,,,,identity,0.3742876350879669,0.833782427220373,0.7059624162631755,0.8353323994726435,0.3742876423349678,0.1183150336146354,0.5188626126126126,0.18158783783783783,0.1151463963963964,0.020551801801801804,0.0006608071486120267,0.5465162143851169,0.020582225789180834,74325888.0,,1780994,1780994,1779456,386,0,8642,20.4476,43,success,best_val,8b40f30cbb8f2cf59a4e03a0e35f8d0385d4d3f5894c732caa250f76efbf63c2,807ffb27c8274c631d15ba472fe74561561b92bed55297fc0d78a80b32b54309,eval_v2.1,2026-04-30T21:39:28.696304+00:00,2.4.1,12.1,NVIDIA L40S,79.47,3.5852538514882326,3.4918379969894886,4.171175882220268,4.774326924234629,0.4861503579013515,0.5077928495575179,1008285.170707205,6416.5400390625,,,,,,,"{""0"":0.8353324086281404,""1"":0.8353323994726435}","{""0"":0.881417254070239,""1"":0.5700966850828729}","{""0"":0.9190243902439025,""1"":0.46480855855855857}","{""0_0"":14130,""0_1"":1245,""1_0"":1901,""1_1"":1651}",false,False,
qvg305rc,run_20251120-144239_overfitting_regularization_sweep_job060,2026-02-04T15:59:53Z,finished,"[""dataset:4topssplitted"",""family:transformer"",""goal:classification"",""level:sim_event"",""needs_review""]",exp_20251120-144239_overfitting_regularization_sweep,thesis-ml,pre,layernorm,,standard,none,false,,,,,,,,,,,,,,,,none,linear,cls,"[0,1,2,3]",,input_order,,model,,sinusoidal,,,,standard,false,standard,transformer_classifier,transformer,4t | ttH,d192_L4,192,4,8,768,0.4,,,,,,,,,,,,,,,,,,,,false,,,,,,false,,,,,,,,,50,0.0001,0.05,64,,1000,cosine,0.0,1.0,,,,,,identity,0.4015602767467499,0.8232155122312041,0.6812622316683112,0.8135089082985425,0.4015602932561273,0.1263933628797531,0.47381756756756754,0.14329954954954954,0.07826576576576577,0.012387387387387387,0.00044792353328938696,0.49328255694719103,0.012666279911119486,74325888.0,,1780994,1780994,1779456,386,0,8642,20.4476,43,success,best_val,024a03748e430729bde0373ea2ffa36bd876586df20a463d994f0afb561e4e3f,807ffb27c8274c631d15ba472fe74561561b92bed55297fc0d78a80b32b54309,eval_v2.1,2026-04-30T21:38:05.894147+00:00,2.4.1,12.1,NVIDIA L40S,79.65,3.7087603751569986,3.596126101911068,4.401855170726776,5.102013237774372,0.4895019100513309,0.5077714123126498,1008327.7387911443,6416.5400390625,,,,,,,"{""0"":0.8135089082985424,""1"":0.8135089082985425}","{""0"":0.8716554408947661,""1"":0.5375364431486881}","{""0"":0.9174634146341464,""1"":0.41525900900900903}","{""0_0"":14106,""0_1"":1269,""1_0"":2077,""1_1"":1475}",false,False,
8rc4ye0g,run_20251120-144239_overfitting_regularization_sweep_job061,2026-02-04T15:59:55Z,finished,"[""dataset:4topssplitted"",""family:transformer"",""goal:classification"",""level:sim_event"",""needs_review""]",exp_20251120-144239_overfitting_regularization_sweep,thesis-ml,pre,layernorm,,standard,none,false,,,,,,,,,,,,,,,,none,linear,cls,"[0,1,2,3]",,input_order,,model,,sinusoidal,,,,standard,false,standard,transformer_classifier,transformer,4t | ttH,d192_L4,192,4,8,768,0.4,,,,,,,,,,,,,,,,,,,,false,,,,,,false,,,,,,,,,50,0.0001,0.05,64,,1000,cosine,0.1,1.0,,,,,,identity,0.4015602767467499,0.8232155122312041,0.6812622316683112,0.8135089082985425,0.4015602932561273,0.1263933628797531,0.47381756756756754,0.14329954954954954,0.07826576576576577,0.012387387387387387,0.00044792353328938696,0.49328255694719103,0.012666279911119486,74325888.0,,1780994,1780994,1779456,386,0,8642,20.4476,43,success,best_val,1393c69c7f4b418f861cf7a29700df5a6a725d43fcb2839efab4d4b851e062c9,807ffb27c8274c631d15ba472fe74561561b92bed55297fc0d78a80b32b54309,eval_v2.1,2026-04-30T21:36:44.198091+00:00,2.4.1,12.1,NVIDIA L40S,79.67,3.506965518463403,3.428754396736622,4.052986856549978,4.460122436285019,0.48610102112434106,0.5072408367368553,1009382.4529069092,6416.5400390625,,,,,,,"{""0"":0.8135089082985424,""1"":0.8135089082985425}","{""0"":0.8716554408947661,""1"":0.5375364431486881}","{""0"":0.9174634146341464,""1"":0.41525900900900903}","{""0_0"":14106,""0_1"":1269,""1_0"":2077,""1_1"":1475}",false,False,
2tyd3a76,run_20251120-144239_overfitting_regularization_sweep_job062,2026-02-04T15:59:57Z,finished,"[""dataset:4topssplitted"",""family:transformer"",""goal:classification"",""level:sim_event"",""needs_review""]",exp_20251120-144239_overfitting_regularization_sweep,thesis-ml,pre,layernorm,,standard,none,false,,,,,,,,,,,,,,,,none,linear,cls,"[0,1,2,3]",,input_order,,model,,sinusoidal,,,,standard,false,standard,transformer_classifier,transformer,4t | ttH,d192_L4,192,4,8,768,0.4,,,,,,,,,,,,,,,,,,,,false,,,,,,false,,,,,,,,,50,5e-05,0.05,64,,1000,cosine,0.0,1.0,,,,,,identity,0.366382360458374,0.8336239234955355,0.6916880801900056,0.8376691386508459,0.3663823361038058,0.1156243160367012,0.5092905405405406,0.18215090090090091,0.11711711711711711,0.016891891891891893,0.0006588295612685855,0.5519751886032374,0.01740230769887365,74325888.0,,1780994,1780994,1779456,386,0,8642,20.4476,33,success,best_val,1a9bf8e7c0ed95e7af9857c7a901537627a9f935b8a2642a1609cafcf2b20c46,807ffb27c8274c631d15ba472fe74561561b92bed55297fc0d78a80b32b54309,eval_v2.1,2026-04-30T21:35:20.337048+00:00,2.4.1,12.1,NVIDIA L40S,80.36,3.6920103360898793,3.5567968152463436,4.457328002899885,5.29430340975523,0.48914828039414715,0.5076697877530023,1008529.5842917177,6416.5400390625,,,,,,,"{""0"":0.83766915696184,""1"":0.8376691386508459}","{""0"":0.8728803220690496,""1"":0.5795499407816818}","{""0"":0.9307317073170732,""1"":0.4132882882882883}","{""0_0"":14310,""0_1"":1065,""1_0"":2084,""1_1"":1468}",false,False,
w2uwjjsd,run_20251120-144239_overfitting_regularization_sweep_job063,2026-02-04T15:59:59Z,finished,"[""dataset:4topssplitted"",""family:transformer"",""goal:classification"",""level:sim_event"",""needs_review""]",exp_20251120-144239_overfitting_regularization_sweep,thesis-ml,pre,layernorm,,standard,none,false,,,,,,,,,,,,,,,,none,linear,cls,"[0,1,2,3]",,input_order,,model,,sinusoidal,,,,standard,false,standard,transformer_classifier,transformer,4t | ttH,d192_L4,192,4,8,768,0.4,,,,,,,,,,,,,,,,,,,,false,,,,,,false,,,,,,,,,50,5e-05,0.05,64,,1000,cosine,0.1,1.0,,,,,,identity,0.366382360458374,0.8336239234955355,0.6916880801900056,0.8376691386508459,0.3663823361038058,0.1156243160367012,0.5092905405405406,0.18215090090090091,0.11711711711711711,0.016891891891891893,0.0006588295612685855,0.5519751886032374,0.01740230769887365,74325888.0,,1780994,1780994,1779456,386,0,8642,20.4476,33,success,best_val,c9ca26558bf5b66f939dced6e6595f6a8a4eefd4870554c85b433e01ae2d959d,807ffb27c8274c631d15ba472fe74561561b92bed55297fc0d78a80b32b54309,eval_v2.1,2026-04-30T21:33:57.673243+00:00,2.4.1,12.1,NVIDIA L40S,81.46,3.577541005797684,3.4857490099966526,4.175541922450066,4.299459978938103,0.4873766883974895,0.5075225853624943,1008822.0992851141,6416.5400390625,,,,,,,"{""0"":0.83766915696184,""1"":0.8376691386508459}","{""0"":0.8728803220690496,""1"":0.5795499407816818}","{""0"":0.9307317073170732,""1"":0.4132882882882883}","{""0_0"":14310,""0_1"":1065,""1_0"":2084,""1_1"":1468}",false,False,
